vin,production_date,assembly_plant,fuel_pump_supplier,engine_series,model_year
1FAHP3NXBPN243106,2023-08-08,KCAP,Gamma_Tech,V8_Coyote,2024
1FAHP3RTDPV119079,2024-07-04,OHAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3WXDIG067383,2023-10-27,DTP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3XRUPT439599,2024-07-18,KCAP,Gamma_Tech,V8_Coyote,2023
1FAHP3DJLVL283644,2024-10-22,MAP,Supplier_Beta,V8_Coyote,2023
1FAHP3YHUSA687056,2024-11-28,KCAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3EPOTT624628,2024-06-29,KCAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3JHIYP270866,2024-10-17,OHAP,Supplier_Beta,V8_Coyote,2024
1FAHP3FIUMD435175,2023-02-19,OHAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3MZWLU469901,2023-03-06,DTP,Supplier_Beta,I4_Hybrid,2023
1FAHP3ANMVH837354,2024-04-19,MAP,Gamma_Tech,V8_Coyote,2024
1FAHP3JUXSY739363,2024-02-29,OHAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3GFDGZ785445,2024-08-06,KCAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3CKOVJ753556,2024-08-22,DTP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3SJMVO048996,2023-09-05,KCAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3QWFUP693785,2024-09-04,KCAP,Supplier_Beta,V8_Coyote,2024
1FAHP3UIFLI772522,2023-04-01,OHAP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3AIOOE080100,2023-07-08,DTP,Supplier_Beta,V8_Coyote,2023
1FAHP3DNOQN203875,2024-07-15,MAP,Supplier_Beta,I4_Hybrid,2024
1FAHP3AABHU770088,2023-05-23,MAP,Gamma_Tech,V8_Coyote,2025
1FAHP3ZLGGH484086,2024-12-03,OHAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3WRYZF233984,2024-07-15,OHAP,Gamma_Tech,V8_Coyote,2023
1FAHP3TRFPP567933,2023-10-17,DTP,Supplier_Alpha,V8_Coyote,2025
1FAHP3EDOAS016668,2024-06-06,MAP,Gamma_Tech,V6_EcoBoost,2023
1FAHP3GHCON217659,2023-08-08,MAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3IKQCL974014,2022-12-16,MAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3ETKKP503926,2023-04-21,KCAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3YSUFG968562,2024-09-06,MAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3VMXNM501631,2023-12-28,KCAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3OWJYB650477,2022-12-13,DTP,Supplier_Beta,I4_Hybrid,2023
1FAHP3ZPTEF296194,2023-02-25,KCAP,Supplier_Beta,V8_Coyote,2025
1FAHP3XGFAT426265,2023-02-04,DTP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3LBCJJ754121,2024-08-03,MAP,Supplier_Beta,V8_Coyote,2023
1FAHP3JFMMY861015,2024-06-04,MAP,Supplier_Beta,V8_Coyote,2025
1FAHP3XFUJP560466,2023-11-01,DTP,Supplier_Alpha,V8_Coyote,2023
1FAHP3RTRFJ982622,2024-01-23,OHAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3EYEXQ126464,2023-10-31,DTP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3GITAZ379937,2024-05-03,OHAP,Gamma_Tech,I4_Hybrid,2024
1FAHP3BPMIT596575,2023-07-23,KCAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3ZUSVS593752,2024-07-03,KCAP,Supplier_Beta,V8_Coyote,2024
1FAHP3YZXHK793564,2023-11-11,KCAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3UDTNC398280,2023-04-23,MAP,Gamma_Tech,V6_EcoBoost,2023
1FAHP3PQQJT416724,2023-04-28,KCAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3LZIGS661797,2023-09-29,OHAP,Supplier_Beta,V8_Coyote,2023
1FAHP3OFGXP680589,2023-05-05,KCAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3WVYBG529096,2024-06-10,DTP,Supplier_Beta,V8_Coyote,2024
1FAHP3JLSKO014388,2023-03-26,DTP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3JWBEG756798,2023-05-14,MAP,Gamma_Tech,I4_Hybrid,2024
1FAHP3TVDYN461125,2023-12-24,DTP,Gamma_Tech,V6_EcoBoost,2024
1FAHP3USCUE875717,2023-05-02,OHAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3RZKVP401051,2024-01-06,KCAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3BDOZZ828258,2023-03-07,MAP,Gamma_Tech,V8_Coyote,2025
1FAHP3MCLBY226609,2023-11-27,KCAP,Supplier_Beta,V8_Coyote,2023
1FAHP3GZILX033419,2024-02-25,KCAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3HOUMY537147,2024-09-04,OHAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3DNLRT969155,2023-05-26,DTP,Supplier_Beta,V8_Coyote,2025
1FAHP3HPTHL499125,2023-05-05,DTP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3IKYBL528669,2023-05-17,KCAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3SILUC782827,2023-01-26,MAP,Gamma_Tech,V8_Coyote,2023
1FAHP3MYJGP905072,2024-07-16,DTP,Gamma_Tech,V8_Coyote,2024
1FAHP3KFKBY767677,2023-05-02,MAP,Supplier_Beta,I4_Hybrid,2023
1FAHP3SKXDK340438,2024-08-31,DTP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3RXIXI788191,2024-07-23,MAP,Gamma_Tech,I4_Hybrid,2024
1FAHP3VPWPT078361,2023-05-10,OHAP,Gamma_Tech,I4_Hybrid,2023
1FAHP3HXZPN074517,2023-07-01,MAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3IYNNZ959629,2024-11-11,OHAP,Gamma_Tech,I4_Hybrid,2023
1FAHP3IKUTS095849,2024-10-19,OHAP,Gamma_Tech,V8_Coyote,2023
1FAHP3WYADR494812,2023-10-25,MAP,Supplier_Beta,V8_Coyote,2023
1FAHP3WRZFJ223253,2023-11-19,OHAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3OYXFZ946671,2024-04-11,KCAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3LAXUF845775,2024-11-20,OHAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3BNFRU751863,2024-04-10,DTP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3FYVRW458929,2023-03-06,MAP,Gamma_Tech,V8_Coyote,2024
1FAHP3KCDAB001701,2024-10-16,KCAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3PXQFX324241,2024-04-19,MAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3PFTGA206436,2023-04-20,DTP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3HRCAA371293,2023-02-11,DTP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3OYFUZ516271,2023-07-27,DTP,Gamma_Tech,I4_Hybrid,2025
1FAHP3YXWIP115542,2023-02-16,OHAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3PKCWU218909,2023-10-01,OHAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3FGIWH326973,2023-03-18,MAP,Supplier_Beta,I4_Hybrid,2023
1FAHP3PRPFP965652,2023-07-14,MAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3QTNHM899940,2023-01-30,KCAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3FYHPF836403,2023-09-03,KCAP,Supplier_Beta,V8_Coyote,2023
1FAHP3IYKAX918055,2023-01-04,MAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3EAQNC827109,2024-03-10,OHAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3BSZFO068486,2023-06-12,DTP,Supplier_Beta,I4_Hybrid,2023
1FAHP3TFGNZ889241,2023-12-18,MAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3TSBUP285691,2023-12-23,KCAP,Gamma_Tech,I4_Hybrid,2023
1FAHP3NMDTQ031617,2024-05-17,OHAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3FWHHY210202,2024-07-24,MAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3XBVZB425241,2023-02-28,MAP,Supplier_Beta,I4_Hybrid,2023
1FAHP3FDGXD481491,2022-12-19,OHAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3XGKRU792524,2023-01-28,MAP,Supplier_Beta,V8_Coyote,2025
1FAHP3PCEXY138000,2023-07-06,OHAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3UPAUU220863,2024-07-17,DTP,Gamma_Tech,V8_Coyote,2025
1FAHP3RDLOZ419518,2022-12-17,OHAP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3XTUFJ806174,2024-05-11,OHAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3YTVNP705349,2024-03-08,OHAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3WYPJA759738,2024-08-15,MAP,Gamma_Tech,V8_Coyote,2024
1FAHP3VAWQY603850,2023-01-13,MAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3FDJTR413836,2023-02-25,OHAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3DVFLG103865,2023-05-24,MAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3DBQIP826199,2024-01-21,KCAP,Supplier_Beta,I4_Hybrid,2024
1FAHP3CROEM445655,2024-08-17,KCAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3CDUAH291212,2022-12-17,MAP,Gamma_Tech,V8_Coyote,2024
1FAHP3QHFKZ853747,2023-09-29,MAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3FTPWZ490352,2024-03-24,OHAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3ZCJVJ804420,2024-01-19,DTP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3ADXOI317121,2024-07-25,MAP,Supplier_Beta,V8_Coyote,2025
1FAHP3QEBEM365199,2023-07-06,KCAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3DDKKB721510,2024-12-05,OHAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3WNLRR670662,2023-12-24,MAP,Supplier_Beta,I4_Hybrid,2024
1FAHP3PPSFA720999,2023-12-14,KCAP,Supplier_Beta,V8_Coyote,2023
1FAHP3IAMPZ870146,2024-07-21,KCAP,Supplier_Beta,V8_Coyote,2024
1FAHP3EIYFW838065,2023-08-30,DTP,Supplier_Beta,I4_Hybrid,2023
1FAHP3BUMOB985642,2024-03-25,OHAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3OKGPQ407859,2023-11-10,OHAP,Supplier_Beta,V8_Coyote,2024
1FAHP3ZYWLL348039,2023-08-30,DTP,Supplier_Alpha,V8_Coyote,2023
1FAHP3TSWKK395590,2023-09-25,DTP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3LFCFD293784,2024-05-24,OHAP,Gamma_Tech,V6_EcoBoost,2025
1FAHP3AVNMZ393087,2024-11-02,OHAP,Gamma_Tech,V8_Coyote,2024
1FAHP3JLTJX252500,2023-09-04,MAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3LGVTU185156,2023-08-13,MAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3TJSNY226752,2024-09-06,DTP,Supplier_Beta,I4_Hybrid,2023
1FAHP3USSIL539264,2023-06-16,MAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3MUZNO096902,2023-09-18,KCAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3PWUKO917251,2024-05-11,MAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3PSEWQ157043,2023-10-17,MAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3KAFYW100676,2023-10-01,KCAP,Supplier_Beta,V8_Coyote,2024
1FAHP3KCEZC861793,2024-03-30,DTP,Supplier_Alpha,V8_Coyote,2023
1FAHP3VKYKU405411,2023-01-25,KCAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3ETBBP181599,2023-09-14,MAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3VNMAS296201,2024-10-20,DTP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3GDZKJ884443,2023-08-25,MAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3FSQOM720506,2024-08-29,KCAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3OSFEH731032,2023-02-27,KCAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3PIYLX467741,2022-12-14,MAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3CDQOR652704,2023-12-01,OHAP,Supplier_Beta,I4_Hybrid,2024
1FAHP3ZIAWL902115,2024-10-18,OHAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3IREKP380686,2024-06-06,KCAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3KHZKR741608,2023-10-20,KCAP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3NZMIC921722,2024-06-27,OHAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3QUUZE616329,2024-09-20,OHAP,Gamma_Tech,I4_Hybrid,2025
1FAHP3RHDAY168685,2024-10-31,MAP,Gamma_Tech,V6_EcoBoost,2025
1FAHP3JJKLL998616,2024-11-29,MAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3WAQYP119148,2023-03-29,OHAP,Supplier_Beta,V8_Coyote,2024
1FAHP3RZJNM799702,2022-12-31,MAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3VERXB606530,2024-03-23,MAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3OITVC544471,2023-03-17,DTP,Gamma_Tech,I4_Hybrid,2025
1FAHP3CNAVF546913,2024-10-16,MAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3TTGZI850821,2024-01-28,KCAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3DPCDD890233,2023-07-17,MAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3ZOHRB534578,2024-06-07,MAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3ELJWW357972,2024-07-17,OHAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3DKKXN241406,2024-09-05,KCAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3BXXRA333468,2023-06-23,MAP,Supplier_Beta,V8_Coyote,2025
1FAHP3QMZTT722903,2023-09-24,MAP,Gamma_Tech,V6_EcoBoost,2025
1FAHP3NDTRH466574,2023-11-28,DTP,Gamma_Tech,V6_EcoBoost,2025
1FAHP3QXJPM969108,2024-04-05,MAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3VROUR944171,2024-05-27,MAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3DZZZM443283,2024-05-06,DTP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3QAZYV652074,2024-10-17,OHAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3RIOYE099353,2023-12-16,MAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3SGEIV584282,2024-01-15,DTP,Supplier_Beta,V8_Coyote,2025
1FAHP3WOVTA482513,2023-10-28,KCAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3HEDOL554947,2024-05-07,OHAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3HRYHT991738,2023-05-06,KCAP,Supplier_Beta,V8_Coyote,2025
1FAHP3AKDJU602235,2022-12-14,KCAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3ODACR217525,2024-04-20,DTP,Gamma_Tech,V8_Coyote,2023
1FAHP3INBOB329271,2024-09-03,MAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3IMUXA667600,2023-08-19,DTP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3OSWTI583003,2022-12-24,DTP,Gamma_Tech,I4_Hybrid,2024
1FAHP3ECTSD168942,2024-04-17,DTP,Supplier_Beta,V8_Coyote,2023
1FAHP3VFWWM898562,2023-09-17,DTP,Gamma_Tech,I4_Hybrid,2024
1FAHP3NUBLG260332,2024-10-20,OHAP,Supplier_Beta,V8_Coyote,2025
1FAHP3XINDM215064,2023-01-16,MAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3CYHJQ010016,2024-08-30,KCAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3QGQHR723046,2024-07-05,KCAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3UNHSH992618,2023-08-21,MAP,Supplier_Beta,I4_Hybrid,2023
1FAHP3HMWTA173934,2024-05-21,KCAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3SEVPA420873,2023-11-22,MAP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3FXGEU011972,2023-06-11,KCAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3DDGLC143744,2024-03-27,DTP,Gamma_Tech,V6_EcoBoost,2025
1FAHP3WCAIQ455611,2023-12-23,KCAP,Gamma_Tech,I4_Hybrid,2025
1FAHP3UFXVL255794,2023-10-18,MAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3SEZAP166746,2024-07-08,MAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3ALEZK212021,2024-03-31,MAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3BRUIE729659,2024-08-19,MAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3QPUAT716701,2023-02-13,MAP,Gamma_Tech,I4_Hybrid,2024
1FAHP3HSSNG899358,2023-09-08,OHAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3JNDAP637562,2023-11-09,OHAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3WFUPV287721,2024-12-10,KCAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3ZPFDC408386,2024-12-04,MAP,Supplier_Beta,I4_Hybrid,2023
1FAHP3HFVPB971775,2024-12-04,KCAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3AFYMN166088,2023-12-16,MAP,Gamma_Tech,V6_EcoBoost,2025
1FAHP3XDODV488375,2024-05-06,MAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3HGWQO899757,2024-10-07,OHAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3XSGCK055488,2024-06-07,OHAP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3MMHZN726149,2024-11-14,DTP,Gamma_Tech,V8_Coyote,2023
1FAHP3ORLHX735160,2023-02-28,OHAP,Gamma_Tech,I4_Hybrid,2024
1FAHP3AHVDJ779827,2024-07-04,DTP,Supplier_Beta,I4_Hybrid,2024
1FAHP3LUIGY697829,2023-10-06,DTP,Supplier_Beta,I4_Hybrid,2024
1FAHP3MSWPR995866,2023-07-28,DTP,Supplier_Beta,I4_Hybrid,2023
1FAHP3AMSVG654722,2024-03-27,DTP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3NNTSR485833,2023-05-12,DTP,Gamma_Tech,I4_Hybrid,2025
1FAHP3THWWJ522885,2024-06-16,KCAP,Supplier_Beta,I4_Hybrid,2024
1FAHP3BZAHG799684,2023-04-02,OHAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3RWYKS062003,2024-10-17,DTP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3CWCGN420438,2024-01-19,MAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3YYZSS838638,2024-10-22,OHAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3DAVQM066658,2024-02-29,OHAP,Supplier_Beta,V8_Coyote,2024
1FAHP3VMMXU973598,2024-08-12,DTP,Supplier_Alpha,V8_Coyote,2025
1FAHP3LVGHY347212,2024-10-07,KCAP,Supplier_Beta,V8_Coyote,2023
1FAHP3KLQAV064842,2024-06-20,DTP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3DXONQ720259,2024-01-07,KCAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3YTUHO479851,2023-01-05,MAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3IIZFW281826,2023-03-21,OHAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3NWNHE335554,2024-01-02,MAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3PNNPC801573,2024-08-21,KCAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3USBHX561648,2023-02-17,KCAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3SPMUG588770,2023-08-03,MAP,Supplier_Beta,V8_Coyote,2024
1FAHP3OENQO112880,2024-09-18,KCAP,Supplier_Beta,I4_Hybrid,2023
1FAHP3PEVRJ361386,2024-05-17,MAP,Gamma_Tech,V6_EcoBoost,2025
1FAHP3DLYQJ075011,2024-02-11,OHAP,Supplier_Beta,V8_Coyote,2023
1FAHP3COZBU193466,2024-10-21,MAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3EWVLC061809,2023-12-09,OHAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3MFSWC158144,2023-04-21,MAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3OIVZY660728,2024-11-07,KCAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3JJJHC842450,2023-11-23,MAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3FTNVV099688,2023-03-11,KCAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3LONQM536822,2023-12-21,MAP,Supplier_Beta,V8_Coyote,2025
1FAHP3PJESQ129087,2024-05-09,MAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3VWIQP141397,2024-02-04,DTP,Supplier_Beta,V8_Coyote,2023
1FAHP3UFCVN314913,2023-06-17,KCAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3ZUBKA492995,2023-06-19,DTP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3IRUVE533645,2023-05-25,KCAP,Supplier_Beta,I4_Hybrid,2023
1FAHP3GLPMF775478,2023-04-23,DTP,Supplier_Beta,V8_Coyote,2023
1FAHP3UEBGO428341,2024-07-19,OHAP,Supplier_Beta,V8_Coyote,2023
1FAHP3CJQII099693,2024-05-07,MAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3USIDG725639,2024-06-07,KCAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3QPZNR816580,2023-02-19,KCAP,Gamma_Tech,I4_Hybrid,2023
1FAHP3KKQJV282722,2023-03-03,MAP,Supplier_Beta,V8_Coyote,2025
1FAHP3EQXOC750373,2023-11-14,KCAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3CCPUG385677,2024-06-19,KCAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3LYPYX844989,2023-01-03,DTP,Supplier_Beta,I4_Hybrid,2025
1FAHP3HZWWF918463,2023-04-15,KCAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3KOEGP790827,2024-12-02,OHAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3MTHQO432225,2024-12-02,OHAP,Gamma_Tech,I4_Hybrid,2023
